date,total_incidents
2011-01-02,102
2011-01-03,106
2011-01-04,113
2011-01-05,131
2011-01-06,107
2011-01-07,150
2011-01-08,106
2011-01-09,98
2011-01-10,115
2011-01-11,120
2011-01-12,76
2011-01-13,114
2011-01-14,115
2011-01-15,121
2011-01-16,94
2011-01-17,110
2011-01-18,108
2011-01-19,113
2011-01-20,138
2011-01-21,118
2011-01-22,122
2011-01-23,106
2011-01-24,112
2011-01-25,107
2011-01-26,81
2011-01-27,72
2011-01-28,127
2011-01-29,84
2011-01-30,95
2011-01-31,94
2011-02-01,110
2011-02-02,100
2011-02-03,97
2011-02-04,119
2011-02-05,101
2011-02-06,94
2011-02-07,111
2011-02-08,104
2011-02-09,99
2011-02-10,114
2011-02-11,118
2011-02-12,120
2011-02-13,104
2011-02-14,124
2011-02-15,103
2011-02-16,110
2011-02-17,117
2011-02-18,130
2011-02-19,113
2011-02-20,116
2011-02-21,107
2011-02-22,75
2011-02-23,92
2011-02-24,121
2011-02-25,122
2011-02-26,147
2011-02-27,101
2011-02-28,139
2011-03-01,135
2011-03-02,128
2011-03-03,120
2011-03-04,160
2011-03-05,136
2011-03-06,124
2011-03-07,129
2011-03-08,136
2011-03-09,118
2011-03-10,118
2011-03-11,149
2011-03-12,139
2011-03-13,107
2011-03-14,136
2011-03-15,129
2011-03-16,134
2011-03-17,143
2011-03-18,190
2011-03-19,179
2011-03-20,126
2011-03-21,154
2011-03-22,164
2011-03-23,159
2011-03-24,143
2011-03-25,152
2011-03-26,117
2011-03-27,138
2011-03-28,126
2011-03-29,137
2011-03-30,131
2011-03-31,112
2011-04-01,176
2011-04-02,139
2011-04-03,119
2011-04-04,127
2011-04-05,140
2011-04-06,140
2011-04-07,128
2011-04-08,137
2011-04-09,129
2011-04-10,146
2011-04-11,140
2011-04-12,140
2011-04-13,135
2011-04-14,144
2011-04-15,154
2011-04-16,127
2011-04-17,124
2011-04-18,132
2011-04-19,137
2011-04-20,130
2011-04-21,151
2011-04-22,119
2011-04-23,129
2011-04-24,128
2011-04-25,136
2011-04-26,134
2011-04-27,167
2011-04-28,135
2011-04-29,149
2011-04-30,157
2011-05-01,143
2011-05-02,138
2011-05-03,128
2011-05-04,116
2011-05-05,147
2011-05-06,136
2011-05-07,128
2011-05-08,127
2011-05-09,144
2011-05-10,160
2011-05-11,153
2011-05-12,148
2011-05-13,182
2011-05-14,137
2011-05-15,128
2011-05-16,157
2011-05-17,139
2011-05-18,150
2011-05-19,153
2011-05-20,164
2011-05-21,155
2011-05-22,120
2011-05-23,157
2011-05-24,145
2011-05-25,168
2011-05-26,147
2011-05-27,184
2011-05-28,134
2011-05-29,136
2011-05-30,157
2011-05-31,135
2011-06-01,168
2011-06-02,148
2011-06-03,145
2011-06-04,143
2011-06-05,123
2011-06-06,143
2011-06-07,140
2011-06-08,121
2011-06-09,134
2011-06-10,135
2011-06-11,144
2011-06-12,158
2011-06-13,127
2011-06-14,125
2011-06-15,129
2011-06-16,180
2011-06-17,145
2011-06-18,148
2011-06-19,156
2011-06-20,166
2011-06-21,148
2011-06-22,157
2011-06-23,150
2011-06-24,152
2011-06-25,141
2011-06-26,146
2011-06-27,168
2011-06-28,165
2011-06-29,152
2011-06-30,170
2011-07-01,175
2011-07-02,142
2011-07-03,130
2011-07-04,161
2011-07-05,127
2011-07-06,157
2011-07-07,114
2011-07-08,160
2011-07-09,143
2011-07-10,163
2011-07-11,158
2011-07-12,121
2011-07-13,161
2011-07-14,161
2011-07-15,160
2011-07-16,140
2011-07-17,160
2011-07-18,149
2011-07-19,159
2011-07-20,125
2011-07-21,138
2011-07-22,154
2011-07-23,151
2011-07-24,157
2011-07-25,156
2011-07-26,155
2011-07-27,137
2011-07-28,114
2011-07-29,186
2011-07-30,193
2011-07-31,162
2011-08-01,158
2011-08-02,113
2011-08-03,142
2011-08-04,154
2011-08-05,180
2011-08-06,167
2011-08-07,148
2011-08-08,130
2011-08-09,143
2011-08-10,157
2011-08-11,135
2011-08-12,150
2011-08-13,160
2011-08-14,131
2011-08-15,184
2011-08-16,151
2011-08-17,140
2011-08-18,149
2011-08-19,163
2011-08-20,144
2011-08-21,133
2011-08-22,145
2011-08-23,172
2011-08-24,148
2011-08-25,155
2011-08-26,160
2011-08-27,130
2011-08-28,120
2011-08-29,149
2011-08-30,142
2011-08-31,121
2011-09-01,130
2011-09-02,151
2011-09-03,134
2011-09-04,143
2011-09-05,135
2011-09-06,115
2011-09-07,129
2011-09-08,122
2011-09-09,130
2011-09-10,180
2011-09-11,145
2011-09-12,128
2011-09-13,144
2011-09-14,152
2011-09-15,132
2011-09-16,174
2011-09-17,144
2011-09-18,148
2011-09-19,153
2011-09-20,148
2011-09-21,146
2011-09-22,155
2011-09-23,152
2011-09-24,159
2011-09-25,143
2011-09-26,174
2011-09-27,156
2011-09-28,160
2011-09-29,123
2011-09-30,172
2011-10-01,153
2011-10-02,112
2011-10-03,153
2011-10-04,141
2011-10-05,149
2011-10-06,135
2011-10-07,163
2011-10-08,179
2011-10-09,138
2011-10-10,176
2011-10-11,149
2011-10-12,129
2011-10-13,166
2011-10-14,199
2011-10-15,162
2011-10-16,138
2011-10-17,177
2011-10-18,131
2011-10-19,140
2011-10-20,118
2011-10-21,183
2011-10-22,154
2011-10-23,132
2011-10-24,162
2011-10-25,157
2011-10-26,133
2011-10-27,136
2011-10-28,138
2011-10-29,144
2011-10-30,132
2011-10-31,165
2011-11-01,146
2011-11-02,169
2011-11-03,144
2011-11-04,160
2011-11-05,164
2011-11-06,147
2011-11-07,170
2011-11-08,149
2011-11-09,163
2011-11-10,160
2011-11-11,146
2011-11-12,148
2011-11-13,146
2011-11-14,162
2011-11-15,163
2011-11-16,125
2011-11-17,133
2011-11-18,134
2011-11-19,143
2011-11-20,137
2011-11-21,143
2011-11-22,135
2011-11-23,161
2011-11-24,123
2011-11-25,141
2011-11-26,144
2011-11-27,113
2011-11-28,162
2011-11-29,138
2011-11-30,142
2011-12-01,148
2011-12-02,155
2011-12-03,135
2011-12-04,114
2011-12-05,137
2011-12-06,131
2011-12-07,126
2011-12-08,105
2011-12-09,133
2011-12-10,122
2011-12-11,135
2011-12-12,125
2011-12-13,153
2011-12-14,147
2011-12-15,168
2011-12-16,155
2011-12-17,120
2011-12-18,104
2011-12-19,154
2011-12-20,128
2011-12-21,135
2011-12-22,162
2011-12-23,143
2011-12-24,140
2011-12-25,92
2011-12-26,114
2011-12-27,102
2011-12-28,109
2011-12-29,133
2011-12-30,130
2011-12-31,112
2012-01-01,176
2012-01-02,105
2012-01-03,99
2012-01-04,121
2012-01-05,131
2012-01-06,126
2012-01-07,122
2012-01-08,109
2012-01-09,107
2012-01-10,132
2012-01-11,113
2012-01-12,112
2012-01-13,124
2012-01-14,119
2012-01-15,99
2012-01-16,95
2012-01-17,137
2012-01-18,146
2012-01-19,128
2012-01-20,134
2012-01-21,104
2012-01-22,112
2012-01-23,155
2012-01-24,129
2012-01-25,130
2012-01-26,111
2012-01-27,128
2012-01-28,153
2012-01-29,133
2012-01-30,120
2012-01-31,128
2012-02-01,149
2012-02-02,116
2012-02-03,129
2012-02-04,101
2012-02-05,112
2012-02-06,133
2012-02-07,102
2012-02-08,110
2012-02-09,94
2012-02-10,110
2012-02-11,114
2012-02-12,105
2012-02-13,113
2012-02-14,99
2012-02-15,126
2012-02-16,104
2012-02-17,147
2012-02-18,127
2012-02-19,107
2012-02-20,121
2012-02-21,118
2012-02-22,122
2012-02-23,119
2012-02-24,121
2012-02-25,107
2012-02-26,78
2012-02-27,152
2012-02-28,101
2012-02-29,121
2012-03-01,126
2012-03-02,140
2012-03-03,108
2012-03-04,120
2012-03-05,130
2012-03-06,101
2012-03-07,134
2012-03-08,133
2012-03-09,135
2012-03-10,123
2012-03-11,118
2012-03-12,122
2012-03-13,141
2012-03-14,126
2012-03-15,149
2012-03-16,168
2012-03-17,163
2012-03-18,143
2012-03-19,155
2012-03-20,178
2012-03-21,148
2012-03-22,136
2012-03-23,152
2012-03-24,140
2012-03-25,135
2012-03-26,166
2012-03-27,154
2012-03-28,137
2012-03-29,147
2012-03-30,135
2012-03-31,139
2012-04-01,118
2012-04-02,120
2012-04-03,124
2012-04-04,119
2012-04-05,138
2012-04-06,127
2012-04-07,113
2012-04-08,105
2012-04-09,159
2012-04-10,124
2012-04-11,116
2012-04-12,110
2012-04-13,138
2012-04-14,145
2012-04-15,131
2012-04-16,125
2012-04-17,164
2012-04-18,168
2012-04-19,160
2012-04-20,166
2012-04-21,113
2012-04-22,117
2012-04-23,125
2012-04-24,126
2012-04-25,150
2012-04-26,123
2012-04-27,158
2012-04-28,138
2012-04-29,126
2012-04-30,133
2012-05-01,181
2012-05-02,138
2012-05-03,136
2012-05-04,126
2012-05-05,149
2012-05-06,153
2012-05-07,159
2012-05-08,150
2012-05-09,125
2012-05-10,126
2012-05-11,139
2012-05-12,149
2012-05-13,158
2012-05-14,145
2012-05-15,170
2012-05-16,138
2012-05-17,159
2012-05-18,152
2012-05-19,160
2012-05-20,154
2012-05-21,132
2012-05-22,151
2012-05-23,163
2012-05-24,164
2012-05-25,163
2012-05-26,154
2012-05-27,141
2012-05-28,150
2012-05-29,147
2012-05-30,142
2012-05-31,174
2012-06-01,156
2012-06-02,135
2012-06-03,123
2012-06-04,132
2012-06-05,130
2012-06-06,136
2012-06-07,139
2012-06-08,155
2012-06-09,131
2012-06-10,136
2012-06-11,163
2012-06-12,119
2012-06-13,152
2012-06-14,143
2012-06-15,144
2012-06-16,156
2012-06-17,120
2012-06-18,141
2012-06-19,125
2012-06-20,152
2012-06-21,167
2012-06-22,172
2012-06-23,135
2012-06-24,148
2012-06-25,136
2012-06-26,158
2012-06-27,162
2012-06-28,152
2012-06-29,141
2012-06-30,137
2012-07-01,156
2012-07-02,124
2012-07-03,163
2012-07-04,145
2012-07-05,123
2012-07-06,136
2012-07-07,144
2012-07-08,141
2012-07-09,113
2012-07-10,153
2012-07-11,133
2012-07-12,132
2012-07-13,160
2012-07-14,155
2012-07-15,130
2012-07-16,130
2012-07-17,132
2012-07-18,136
2012-07-19,127
2012-07-20,161
2012-07-21,145
2012-07-22,139
2012-07-23,157
2012-07-24,129
2012-07-25,124
2012-07-26,142
2012-07-27,153
2012-07-28,172
2012-07-29,147
2012-07-30,144
2012-07-31,166
2012-08-01,171
2012-08-02,149
2012-08-03,151
2012-08-04,134
2012-08-05,182
2012-08-06,152
2012-08-07,138
2012-08-08,155
2012-08-09,149
2012-08-10,153
2012-08-11,151
2012-08-12,164
2012-08-13,133
2012-08-14,129
2012-08-15,150
2012-08-16,181
2012-08-17,158
2012-08-18,139
2012-08-19,132
2012-08-20,140
2012-08-21,130
2012-08-22,115
2012-08-23,144
2012-08-24,138
2012-08-25,164
2012-08-26,104
2012-08-27,134
2012-08-28,122
2012-08-29,152
2012-08-30,139
2012-08-31,161
2012-09-01,168
2012-09-02,134
2012-09-03,133
2012-09-04,152
2012-09-05,133
2012-09-06,129
2012-09-07,119
2012-09-08,143
2012-09-09,121
2012-09-10,124
2012-09-11,117
2012-09-12,123
2012-09-13,128
2012-09-14,166
2012-09-15,151
2012-09-16,115
2012-09-17,122
2012-09-18,148
2012-09-19,150
2012-09-20,126
2012-09-21,150
2012-09-22,167
2012-09-23,130
2012-09-24,136
2012-09-25,164
2012-09-26,138
2012-09-27,146
2012-09-28,181
2012-09-29,157
2012-09-30,136
2012-10-01,143
2012-10-02,145
2012-10-03,157
2012-10-04,134
2012-10-05,132
2012-10-06,122
2012-10-07,135
2012-10-08,135
2012-10-09,159
2012-10-10,159
2012-10-11,123
2012-10-12,153
2012-10-13,114
2012-10-14,147
2012-10-15,149
2012-10-16,134
2012-10-17,120
2012-10-18,154
2012-10-19,135
2012-10-20,144
2012-10-21,117
2012-10-22,128
2012-10-23,123
2012-10-24,159
2012-10-25,136
2012-10-26,175
2012-10-27,144
2012-10-28,135
2012-10-29,80
2012-10-30,76
2012-10-31,157
2012-11-01,152
2012-11-02,127
2012-11-03,123
2012-11-04,171
2012-11-05,115
2012-11-06,112
2012-11-07,104
2012-11-08,126
2012-11-09,166
2012-11-10,159
2012-11-11,141
2012-11-12,146
2012-11-13,114
2012-11-14,110
2012-11-15,109
2012-11-16,131
2012-11-17,137
2012-11-18,112
2012-11-19,129
2012-11-20,141
2012-11-21,148
2012-11-22,78
2012-11-23,122
2012-11-24,106
2012-11-25,128
2012-11-26,146
2012-11-27,125
2012-11-28,131
2012-11-29,140
2012-11-30,154
2012-12-01,166
2012-12-02,106
2012-12-03,146
2012-12-04,142
2012-12-05,132
2012-12-06,120
2012-12-07,142
2012-12-08,124
2012-12-09,120
2012-12-10,140
2012-12-11,126
2012-12-12,145
2012-12-13,120
2012-12-14,152
2012-12-15,152
2012-12-16,97
2012-12-17,119
2012-12-18,114
2012-12-19,127
2012-12-20,145
2012-12-21,136
2012-12-22,109
2012-12-23,105
2012-12-24,107
2012-12-25,87
2012-12-26,96
2012-12-27,106
2012-12-28,140
2012-12-29,118
2012-12-30,116
2012-12-31,125
2013-01-01,157
2013-01-02,107
2013-01-03,112
2013-01-04,152
2013-01-05,121
2013-01-06,113
2013-01-07,124
2013-01-08,121
2013-01-09,123
2013-01-10,138
2013-01-11,150
2013-01-12,118
2013-01-13,133
2013-01-14,129
2013-01-15,143
2013-01-16,121
2013-01-17,123
2013-01-18,131
2013-01-19,105
2013-01-20,129
2013-01-21,114
2013-01-22,105
2013-01-23,108
2013-01-24,96
2013-01-25,116
2013-01-26,113
2013-01-27,135
2013-01-28,141
2013-01-29,97
2013-01-30,119
2013-01-31,115
2013-02-01,140
2013-02-02,88
2013-02-03,99
2013-02-04,118
2013-02-05,146
2013-02-06,110
2013-02-07,115
2013-02-08,124
2013-02-09,103
2013-02-10,82
2013-02-11,118
2013-02-12,130
2013-02-13,122
2013-02-14,137
2013-02-15,113
2013-02-16,102
2013-02-17,98
2013-02-18,100
2013-02-19,107
2013-02-20,123
2013-02-21,108
2013-02-22,116
2013-02-23,129
2013-02-24,110
2013-02-25,111
2013-02-26,120
2013-02-27,111
2013-02-28,120
2013-03-01,131
2013-03-02,101
2013-03-03,111
2013-03-04,104
2013-03-05,124
2013-03-06,94
2013-03-07,112
2013-03-08,143
2013-03-09,122
2013-03-10,110
2013-03-11,129
2013-03-12,106
2013-03-13,127
2013-03-14,154
2013-03-15,133
2013-03-16,130
2013-03-17,90
2013-03-18,110
2013-03-19,125
2013-03-20,126
2013-03-21,133
2013-03-22,135
2013-03-23,111
2013-03-24,108
2013-03-25,99
2013-03-26,101
2013-03-27,130
2013-03-28,127
2013-03-29,97
2013-03-30,120
2013-03-31,92
2013-04-01,147
2013-04-02,115
2013-04-03,107
2013-04-04,113
2013-04-05,151
2013-04-06,113
2013-04-07,103
2013-04-08,144
2013-04-09,131
2013-04-10,148
2013-04-11,125
2013-04-12,149
2013-04-13,131
2013-04-14,144
2013-04-15,138
2013-04-16,145
2013-04-17,126
2013-04-18,137
2013-04-19,151
2013-04-20,134
2013-04-21,108
2013-04-22,135
2013-04-23,131
2013-04-24,132
2013-04-25,156
2013-04-26,141
2013-04-27,131
2013-04-28,135
2013-04-29,138
2013-04-30,128
2013-05-01,169
2013-05-02,120
2013-05-03,142
2013-05-04,96
2013-05-05,115
2013-05-06,156
2013-05-07,111
2013-05-08,169
2013-05-09,158
2013-05-10,153
2013-05-11,118
2013-05-12,121
2013-05-13,145
2013-05-14,120
2013-05-15,141
2013-05-16,167
2013-05-17,161
2013-05-18,167
2013-05-19,126
2013-05-20,145
2013-05-21,152
2013-05-22,164
2013-05-23,154
2013-05-24,157
2013-05-25,147
2013-05-26,141
2013-05-27,135
2013-05-28,167
2013-05-29,148
2013-05-30,126
2013-05-31,158
2013-06-01,144
2013-06-02,146
2013-06-03,156
2013-06-04,150
2013-06-05,136
2013-06-06,161
2013-06-07,127
2013-06-08,158
2013-06-09,127
2013-06-10,130
2013-06-11,155
2013-06-12,145
2013-06-13,126
2013-06-14,151
2013-06-15,170
2013-06-16,137
2013-06-17,157
2013-06-18,134
2013-06-19,144
2013-06-20,137
2013-06-21,159
2013-06-22,192
2013-06-23,133
2013-06-24,162
2013-06-25,159
2013-06-26,151
2013-06-27,167
2013-06-28,141
2013-06-29,123
2013-06-30,137
2013-07-01,142
2013-07-02,110
2013-07-03,127
2013-07-04,134
2013-07-05,132
2013-07-06,137
2013-07-07,140
2013-07-08,137
2013-07-09,130
2013-07-10,166
2013-07-11,148
2013-07-12,128
2013-07-13,145
2013-07-14,113
2013-07-15,154
2013-07-16,135
2013-07-17,133
2013-07-18,147
2013-07-19,162
2013-07-20,176
2013-07-21,166
2013-07-22,167
2013-07-23,181
2013-07-24,166
2013-07-25,150
2013-07-26,150
2013-07-27,127
2013-07-28,134
2013-07-29,145
2013-07-30,162
2013-07-31,133
2013-08-01,170
2013-08-02,157
2013-08-03,143
2013-08-04,159
2013-08-05,150
2013-08-06,143
2013-08-07,147
2013-08-08,153
2013-08-09,120
2013-08-10,143
2013-08-11,136
2013-08-12,145
2013-08-13,149
2013-08-14,185
2013-08-15,136
2013-08-16,160
2013-08-17,162
2013-08-18,145
2013-08-19,152
2013-08-20,154
2013-08-21,167
2013-08-22,132
2013-08-23,169
2013-08-24,152
2013-08-25,126
2013-08-26,144
2013-08-27,135
2013-08-28,161
2013-08-29,135
2013-08-30,141
2013-08-31,150
2013-09-01,144
2013-09-02,160
2013-09-03,122
2013-09-04,149
2013-09-05,148
2013-09-06,167
2013-09-07,136
2013-09-08,139
2013-09-09,141
2013-09-10,124
2013-09-11,126
2013-09-12,140
2013-09-13,147
2013-09-14,136
2013-09-15,146
2013-09-16,135
2013-09-17,155
2013-09-18,117
2013-09-19,121
2013-09-20,152
2013-09-21,130
2013-09-22,128
2013-09-23,147
2013-09-24,136
2013-09-25,172
2013-09-26,149
2013-09-27,143
2013-09-28,139
2013-09-29,138
2013-09-30,135
2013-10-01,158
2013-10-02,135
2013-10-03,147
2013-10-04,151
2013-10-05,141
2013-10-06,148
2013-10-07,144
2013-10-08,129
2013-10-09,135
2013-10-10,127
2013-10-11,148
2013-10-12,125
2013-10-13,140
2013-10-14,158
2013-10-15,153
2013-10-16,180
2013-10-17,171
2013-10-18,160
2013-10-19,154
2013-10-20,132
2013-10-21,161
2013-10-22,171
2013-10-23,152
2013-10-24,144
2013-10-25,176
2013-10-26,145
2013-10-27,113
2013-10-28,154
2013-10-29,161
2013-10-30,125
2013-10-31,168
2013-11-01,170
2013-11-02,135
2013-11-03,101
2013-11-04,127
2013-11-05,137
2013-11-06,151
2013-11-07,150
2013-11-08,156
2013-11-09,147
2013-11-10,156
2013-11-11,124
2013-11-12,147
2013-11-13,154
2013-11-14,131
2013-11-15,152
2013-11-16,114
2013-11-17,119
2013-11-18,133
2013-11-19,143
2013-11-20,113
2013-11-21,146
2013-11-22,139
2013-11-23,123
2013-11-24,89
2013-11-25,139
2013-11-26,117
2013-11-27,120
2013-11-28,100
2013-11-29,112
2013-11-30,117
2013-12-01,165
2013-12-02,122
2013-12-03,154
2013-12-04,135
2013-12-05,155
2013-12-06,143
2013-12-07,119
2013-12-08,87
2013-12-09,111
2013-12-10,89
2013-12-11,126
2013-12-12,127
2013-12-13,133
2013-12-14,120
2013-12-15,125
2013-12-16,142
2013-12-17,140
2013-12-18,127
2013-12-19,143
2013-12-20,192
2013-12-21,173
2013-12-22,156
2013-12-23,150
2013-12-24,114
2013-12-25,151
2013-12-26,105
2013-12-27,115
2013-12-28,143
2013-12-29,148
2013-12-30,121
2013-12-31,128
